FileName,images,loc,ean,name,variant,price,MPN,description,category
lace-up-sneaker-mit-strukturmix-ef00030482800.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/EF00030482_800_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/EF00030482_800_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/EF00030482_800_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/EF00030482_800_alternate3?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/EF00030482_800_alternate4?$main$",https://de.tommy.com/lace-up-sneaker-mit-strukturmix-ef00030482800,"8056380217332,8056380217424,8056380217431,8056380217349,8056380217448,8056380217356,8056380217363,8056380217370,8056380217387,8056380217394,8056380217400,8056380217417","Lace-up Sneaker mit Strukturmix",BLUE,75.0,EF00030482800,"Softes Mesh, glattes Kunstleder und geschmeidiges Wildlederimitat schenken diesem Lace-up-Sneaker eine auffällige Struktur.",Jungen
lace-up-stiefel-mit-leoparden-print-ef00030832666.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/EF00030832_666_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/EF00030832_666_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/EF00030832_666_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/EF00030832_666_alternate3?$main$",https://de.tommy.com/lace-up-stiefel-mit-leoparden-print-ef00030832666,"8056380561725,8056380561732,8056380561749,8056380561756,8056380561763,8056380561770,8056380561787,8056380561794,8056380561800,8056380561817,8056380561824,8056380561831,8056380561848","Lace-up Stiefel mit Leoparden-Print",BEIGE,80.0,EF00030832666,"Für einen Abstecher in die Wildnis kommt dieser Stiefel mit klobiger Sohle im Biker-Style und einem tierischen Leoparden-Print wie gerufen.",Mädchen
lace-up-wildlederschuh-fm0fm03413aeh.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/FM0FM03413_AEH_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/FM0FM03413_AEH_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/FM0FM03413_AEH_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/FM0FM03413_AEH_alternate3?$main$",https://de.tommy.com/lace-up-wildlederschuh-fm0fm03413aeh,"8720113581761,8720113581785,8720113581808,8720113581822,8720113581846,8720113581860,8720113581891","Lace-up Wildlederschuh",CAMEL,129.9,FM0FM03413AEH,"Die strukturierten Kontrast-Einsätze und dezentes Tommy Hilfiger-Branding machen diesen smarten Wildlederschuh zum Hingucker.","Formelle Schuhe"
lang%C3%A4rmeliges-v-oberteil-aus-bio-baumwolle-ww0ww30489bds.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/WW0WW30489_BDS_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW30489_BDS_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW30489_BDS_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW30489_BDS_alternate3?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW30489_BDS_alternate4?$main$",https://de.tommy.com/lang%C3%A4rmeliges-v-oberteil-aus-bio-baumwolle-ww0ww30489bds,"8720113353801,8720113353818,8720113353825,8720113353832,8720113353849,8720113353856,8720113353863,8720113353870","Langärmeliges V-Oberteil aus Bio-Baumwolle",BLACK,49.9,WW0WW30489BDS,"Dieses klassische Oberteil aus reinem Bio-Baumwolljersey ist dank V-Ausschnitt und langen Ärmeln das ideale Layering-Piece.",Kleidung
lang%C3%A4rmliges-relaxed-fit-hemd-ww0ww26612yaf.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/WW0WW26612_YAF_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW26612_YAF_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW26612_YAF_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW26612_YAF_alternate3?$main$",https://de.tommy.com/lang%C3%A4rmliges-relaxed-fit-hemd-ww0ww26612yaf,"8719861270775,8719861270911,8719861270966,8719861271116,8719861271161,8719861271307,8719861271338,8719861271376","Langärmliges Relaxed Fit Hemd","CLASSIC WHITE",119.0,WW0WW26612YAF,"Dank Relaxed Fit, reiner Baumwolle und dezentem Monogramm-Logo überzeugt dieses Hemd mit klassischem Stil und Komfort.",Blusen
langarm-hemd-mit-vichy-karo-kb0kb04143420.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/KB0KB04143_420_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/KB0KB04143_420_alternate1?$main$",https://de.tommy.com/langarm-hemd-mit-vichy-karo-kb0kb04143420,"8719702629212,8719702629229,8719702629137,8719702629236,8719702629144,8719702629243,8719702629151,8719702629250,8719702629168,8719702629267,8719702629175,8719702629182,8719702629199,8719702629205","Langarm-Hemd mit Vichy-Karo","SKY CAPTAIN",54.9,KB0KB04143420,"Dieses klassische Hemd mit Vichy-Karo zeigt sich von seiner traditionellen Seite! Mit dem smarten Button-down-Kragen und den langen Ärmel – die man hochkrempeln oder lang tragen kann – kann man jedes Outfit nach Belieben auf der nächsten Familienfeier oder Party anpassen. Die dezente, aufgestickte Tommy Hilfiger Flag an der Brust sorgt für Raffinesse und verleiht dem Look einen coolen Touch.",Hemden
langarm-hemdkleid-mit-monogramm-print-ww0ww295600z1.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/WW0WW29560_0Z1_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW29560_0Z1_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW29560_0Z1_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW29560_0Z1_alternate3?$main$",https://de.tommy.com/langarm-hemdkleid-mit-monogramm-print-ww0ww295600z1,"8720112953491,8720112953637,8720112953675,8720112953811,8720112953835,8720112953859,8720112953880,8720112954016","Langarm-Hemdkleid mit Monogramm-Print","MINI TH CUBE / GLAC PINK",169.0,WW0WW295600Z1,"Smart-casual Styling leicht gemacht: Schlüpfe einfach in dieses langärmelige Hemdkleid mit auffälligem Print und genieße eine stilvolle Auszeit.","Kleider & Jumpsuits"
langarm-nachthemd-aus-bio-baumwolljersey-uw0uw02580t1d.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02580_T1D_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02580_T1D_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02580_T1D_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02580_T1D_alternate3?$main$",https://de.tommy.com/langarm-nachthemd-aus-bio-baumwolljersey-uw0uw02580t1d,"8720111674519,8720111674489,8720111674496,8720111674502","Langarm-Nachthemd aus Bio-Baumwolljersey","RUBY JEWEL",49.9,UW0UW02580T1D,"Für einen lässigen Nightwear-Look sorgt dieses Nachthemd aus Bio-Baumwolle mit Kontrast-Ausschnitt und bequemen, langen Ärmeln.",Nachtwäsche
langarm-oberteil-mit-u-boot-ausschnitt-ww0ww304740bi.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/WW0WW30474_0BI_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW30474_0BI_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW30474_0BI_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/WW0WW30474_0BI_alternate3?$main$",https://de.tommy.com/langarm-oberteil-mit-u-boot-ausschnitt-ww0ww304740bi,"8720113933096,8720113933225,8720113933287,8720113933454,8720113933485,8720113933638,8720113933690,8720113933751","Langarm-Oberteil mit U-Boot-Ausschnitt","OMBRE STP/ SWEET BLUE",69.9,WW0WW304740BI,"Streifen mit rüschenähnlicher Verzierung und der elegante U-Boot-Ausschnitt verleihen diesem Oberteil aus reinem Bio-Baumwolljersey Stil und Struktur.",Kleidung
langarm-poloshirt-mit-flag-logo-mw0mw15159pg5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MW0MW15159_PG5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW15159_PG5_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW15159_PG5_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW15159_PG5_alternate3?$main$",https://de.tommy.com/langarm-poloshirt-mit-flag-logo-mw0mw15159pg5,"8720112012792,8720112012921,8720112013157,8720112013331,8720112013546","Langarm-Poloshirt mit Flag-Logo","MEDIUM GREY HEATHER",89.9,MW0MW15159PG5,"Nimm deinen Lieblingsstyle mit in den Winter: Dieses Langarm-Poloshirt hält die Kälte dank Rippstrick-Bündchen draußen.",Poloshirts
langarm-pyjama-set-mit-logo-tape-um0um02388dw5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02388_DW5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02388_DW5_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02388_DW5_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02388_DW5_alternate3?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02388_DW5_alternate4?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02388_DW5_alternate5?$main$",https://de.tommy.com/langarm-pyjama-set-mit-logo-tape-um0um02388dw5,"8720114321304,8720114321311,8720114321328,8720114321335","Langarm-Pyjama-Set mit Logo-Tape","DESERT SKY",79.9,UM0UM02388DW5,"Mit sportlichem Tommy Hilfiger-Logo-Tape: Dieses Pyjama-Set ist dank etwas Stretch besonders bequem.","Loungewear & Nachtwäsche"
langarm-t-shirt-aus-bio-baumwolle-kb0kb04141004.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/KB0KB04141_004_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/KB0KB04141_004_alternate1?$main$",https://de.tommy.com/langarm-t-shirt-aus-bio-baumwolle-kb0kb04141004,"8719702623449,8719702623296,8719702623463,8719702623401,8719702623487,8719702623609,8719702623418,8719702623623,8719702623425,8719702623661,8719702623708,8719702623739,8719702623777,8719702623807","Langarm-T-Shirt aus Bio-Baumwolle","GREY HEATHER",19.9,KB0KB04141004,"Egal dieses Langarm-T-Shirt unter einer gemusterten Jacke getragen wird oder für sich allein, es ist eine vielseitige Ergänzung für jede Garderobe. Das schlichte Design bekommt durch die aufgestickte Tommy Hilfiger Flag auf der Brust einen Farbtupfer. Die Bio-Baumwolle sorgt dazu für Bonuspunkte in Sachen Nachhaltigkeit.",Jungen
langarm-top-aus-bio-baumwolle-kg0kg03706123.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/KG0KG03706_123_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/KG0KG03706_123_alternate1?$main$",https://de.tommy.com/langarm-top-aus-bio-baumwolle-kg0kg03706123,"8719702628611,8719702628628,8719702628635,8719702628642,8719702628659,8719702627751,8719702628666,8719702627768,8719702628673,8719702627775,8719702628680,8719702627782,8719702627799,8719702628604","Langarm-Top aus Bio-Baumwolle","BRIGHT WHITE",19.9,KG0KG03706123,"Egal ob unterwegs oder zu Hause, mit hochgekrempelten oder langen Ärmeln – dieses einfache Top ist die ganze Woche über bereit für Action. Der luftig-weite Rundhalsausschnitt und die reine Baumwolle sorgen für Gemütlichkeit. Das Design mit leicht überschnittenen Schultern lässt sich mühelos elegant oder sportlich kombinieren. Und als ob das noch nicht perfekt genug wäre, macht der Bio-Stoff das Teil auch noch besonders umweltfreundlich.",Mädchen
langarmshirt-aus-bio-baumwolle-dw0dw10515c87.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DW0DW10515_C87_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW10515_C87_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW10515_C87_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW10515_C87_alternate3?$main$",https://de.tommy.com/langarmshirt-aus-bio-baumwolle-dw0dw10515c87,"8720114069367,8720114069886,8720114069893,8720114069909,8720114069916,8720114069923","Langarmshirt aus Bio-Baumwolle","TWILIGHT NAVY",54.9,DW0DW10515C87,"Dank lässiger Form und Logos entlang beider Ärmel versprüht dieses Langarmshirt aus Bio-Baumwolle ultimative Streetwear-Vibes.",Kleidung
langarmshirt-aus-bio-baumwolle-mit-flag-dm0dm08798c63.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DM0DM08798_C63_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM08798_C63_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM08798_C63_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM08798_C63_alternate3?$main$",https://de.tommy.com/langarmshirt-aus-bio-baumwolle-mit-flag-dm0dm08798c63,"8720112516405,8720112516450,8720112516481,8720112516542,8720112516702,8720112516764","Langarmshirt aus Bio-Baumwolle mit Flag","PROVIDENCE BLUE",59.9,DM0DM08798C63,"Bereichere deine Wochenend-Outfits um dieses Langarmshirt aus reiner Bio-Baumwolle im Stil der 90s mit auffälligem Tommy Jeans-Branding.",Kleidung
langarmshirt-aus-bio-baumwolle-uw0uw02602ybr.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02602_YBR_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02602_YBR_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02602_YBR_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02602_YBR_alternate3?$main$",https://de.tommy.com/langarmshirt-aus-bio-baumwolle-uw0uw02602ybr,"8720111674311,8720111674328,8720111674335,8720111674342","Langarmshirt aus Bio-Baumwolle",WHITE,39.9,UW0UW02602YBR,"Dank reiner Bio-Baumwolle ist dieses T-Shirt mit langen Color Block-Ärmeln so richtig zum Reinkuscheln.",Nachtwäsche
langarmshirt-kleid-mit-logo-tape-dw0dw09849lt3.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09849_LT3_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09849_LT3_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09849_LT3_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09849_LT3_alternate3?$main$",https://de.tommy.com/langarmshirt-kleid-mit-logo-tape-dw0dw09849lt3,"8720113489609,8720113489722,8720113490063,8720113490391,8720113490735,8720113490988","Langarmshirt-Kleid mit Logo-Tape","FADED LIME / MULTI",69.9,DW0DW09849LT3,"Lässiger Style trifft auf urbane Vibes bei diesem Langarmshirt-Kleid mit auffälligem Logo-Tape an den Ärmeln.","Kleider & Jumpsuits"
langarmshirt-mit-new-york-logo-dm0dm10772bds.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DM0DM10772_BDS_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM10772_BDS_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM10772_BDS_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM10772_BDS_alternate3?$main$",https://de.tommy.com/langarmshirt-mit-new-york-logo-dm0dm10772bds,"8720114032996,8720114033009,8720114033016,8720114033023,8720114033030,8720114033047","Langarmshirt mit New York-Logo",BLACK,49.9,DM0DM10772BDS,"Überschnittene Schultern und lange Ärmel sorgen bei diesem Bio-Baumwoll-T-Shirt mit auffälligem Kontrast-Logo auf der Rückseite für lässige Vibes.",Kleidung
langarmshirt-mit-schillerndem-logo-dm0dm10240lt3.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DM0DM10240_LT3_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM10240_LT3_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM10240_LT3_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM10240_LT3_alternate3?$main$",https://de.tommy.com/langarmshirt-mit-schillerndem-logo-dm0dm10240lt3,"8720113468048,8720113468055,8720113468062,8720113468079,8720113468093,8720113468727","Langarmshirt mit schillerndem Logo","FADED LIME",54.9,DM0DM10240LT3,"Dank pigmentgefärbtem Bio-Baumwolljersey wirkt dieses Langarmshirt mit schillerndem Logo wie ein vielfach gewaschenes Vintage-Teil.",Kleidung
langarmshirt-mit-tommy-jeans-logo-dm0dm09488c63.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DM0DM09488_C63_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM09488_C63_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM09488_C63_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM09488_C63_alternate3?$main$",https://de.tommy.com/langarmshirt-mit-tommy-jeans-logo-dm0dm09488c63,"8720114069701,8720114069725,8720114069732,8720114069749,8720114069756,8720114069763","Langarmshirt mit Tommy Jeans-Logo","PROVIDENCE BLUE",49.9,DM0DM09488C63,"Für einen lässigen Look mit Stil brauchst du nicht mehr als dieses Langarmshirt aus atmungsaktiver Bio-Baumwolle mit klassischem Branding.",Kleidung
langarmshirt-mit-tommy-tape-uw0uw02557ycd.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02557_YCD_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02557_YCD_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02557_YCD_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02557_YCD_alternate3?$main$",https://de.tommy.com/langarmshirt-mit-tommy-tape-uw0uw02557ycd,"8720111645052,8720111645076,8720111645090,8720111645229","Langarmshirt mit Tommy-Tape","CLASSIC WHITE",44.9,UW0UW02557YCD,"Ideal für entspannte Tage ist dieses Langarmshirt aus Recycling-Materialien mit Tommy-Tape am Ausschnitt.",Nachtwäsche
langarmshirt-mit-wappen-und-schal-print-mw0mw18522ycf.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/MW0MW18522_YCF_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW18522_YCF_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW18522_YCF_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW18522_YCF_alternate3?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW18522_YCF_alternate4?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW18522_YCF_alternate5?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/MW0MW18522_YCF_alternate6?$main$",https://de.tommy.com/langarmshirt-mit-wappen-und-schal-print-mw0mw18522ycf,"8720114003217,8720114003224,8720114003231,8720114003248,8720114003255","Langarmshirt mit Wappen und Schal-Print","OPTIC WHITE",130.0,MW0MW18522YCF,"Ob Klassiker mit Americana-Vibes und Heritage-Wappen oder zeitgemäße Preppy-Styles in Pastellfarben: Diese ausdrucksstarken Modelle glänzen mit akkuraten Schnitten, eleganten Silhouetten und jeder Menge Tommy-Flair.",Kleidung
lange-badeshorts-mit-tunnelzug-und-flag-um0um02057dw5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02057_DW5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02057_DW5_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02057_DW5_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02057_DW5_alternate3?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02057_DW5_alternate4?$main$",https://de.tommy.com/lange-badeshorts-mit-tunnelzug-und-flag-um0um02057dw5,"8720113392619,8720113392947,8720113393234,8720113393524,8720113393807","Lange Badeshorts mit Tunnelzug und Flag","DESERT SKY",70.0,UM0UM02057DW5,"Für den Retro-Look sorgt bei diesen Badeshorts aus Recycling-Nylon mit leuchtender, horizontaler Tommy Hilfiger Flag das etwas längere Bein.",Bademode
lange-leggings-aus-bio-baumwolle-uw0uw02343dw5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02343_DW5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02343_DW5_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02343_DW5_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02343_DW5_alternate3?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02343_DW5_alternate4?$main$",https://de.tommy.com/lange-leggings-aus-bio-baumwolle-uw0uw02343dw5,"8720113395290,8720113395481,8720113395535,8720113395580","Lange Leggings aus Bio-Baumwolle","DESERT SKY",49.9,UW0UW02343DW5,"Dank Elasthan sitzt diese Leggings aus Bio-Baumwolle mit voller Länge wie angegossen und schränkt dabei deine Bewegungsfreiheit nicht ein.",Nachtwäsche
lange-logo-leggings-uw0uw01646004.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UW0UW01646_004_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW01646_004_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW01646_004_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW01646_004_alternate3?$main$",https://de.tommy.com/lange-logo-leggings-uw0uw01646004,"8719857451324,8719857451331,8719857451348,8719857451355","Lange Logo-Leggings","GREY HEATHER",42.9,UW0UW01646004,"Diese Logo-Leggings aus Baumwoll-Jersey mit Stretch ist besonders bequem und damit perfekt an entspannten Wochenenden.",Nachtwäsche
laptop-tasche-mit-metall-logo-am0am07479dw5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/AM0AM07479_DW5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/AM0AM07479_DW5_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/AM0AM07479_DW5_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/AM0AM07479_DW5_alternate3?$main$",https://de.tommy.com/laptop-tasche-mit-metall-logo-am0am07479dw5,8720113700889,"Laptop-Tasche mit Metall-Logo","DESERT SKY",139.9,AM0AM07479DW5,"Diese dezente Laptop-Tasche punktet durch Stifthalter, einen abnehmbaren Schulterriemen und mehrere Fächer mit Platz für all deine Geräte.",Taschen
latzhose-aus-rigid-denim-dm0dm080141a5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DM0DM08014_1A5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM08014_1A5_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM08014_1A5_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DM0DM08014_1A5_alternate3?$main$",https://de.tommy.com/latzhose-aus-rigid-denim-dm0dm080141a5,"8719862499465,8719862499472,8719862499489","Latzhose aus Rigid Denim","TOMMY FLAG LT BL RIG",129.9,DM0DM080141A5,"In dieser auffälligen Latzhose aus Rigid Denim mit mehreren Taschen setzt du ein starkes Style-Statement.",Jeans
latzhosen-shorts-aus-bio-baumwolle-dw0dw09917aa8.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09917_AA8_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09917_AA8_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09917_AA8_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09917_AA8_alternate3?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09917_AA8_alternate4?$main$",https://de.tommy.com/latzhosen-shorts-aus-bio-baumwolle-dw0dw09917aa8,"8720113492876,8720113493071,8720113493248,8720113493422,8720113493491,8720113493699","Latzhosen-Shorts aus Bio-Baumwolle",SUGARCANE,119.9,DW0DW09917AA8,"In diesen Latzhosen-Shorts aus Bio-Baumwolle mit typischem Tommy-Badge vorne hebst du dich an sonnigen Tagen von der Masse ab.","Kleider & Jumpsuits"
latzkleid-mit-neon-stickerei-und-tommy-badge-dw0dw101071ab.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DW0DW10107_1AB_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW10107_1AB_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW10107_1AB_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW10107_1AB_alternate3?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW10107_1AB_alternate4?$main$",https://de.tommy.com/latzkleid-mit-neon-stickerei-und-tommy-badge-dw0dw101071ab,"8720113497581,8720113497918,8720113498120,8720113498380,8720113498571,8720113498779","Latzkleid mit Neon-Stickerei und Tommy-Badge","LEON LB COM",119.9,DW0DW101071AB,"Die vielen Taschen und das Träger-Detail geben diesem klassischen Retro-Jeans-Latzkleid mit neonfarbener Logo-Stickerei Utility-Vibes.","Kleider & Jumpsuits"
latzkleid-mit-tommy-badge-dw0dw09915lt3.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09915_LT3_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09915_LT3_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09915_LT3_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09915_LT3_alternate3?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/DW0DW09915_LT3_alternate4?$main$",https://de.tommy.com/latzkleid-mit-tommy-badge-dw0dw09915lt3,"8720113497758,8720113498151,8720113498557,8720113498762,8720113498960,8720113499257","Latzkleid mit Tommy-Badge","FADED LIME",119.9,DW0DW09915LT3,"Direkt aus den 90s kommt dieses verspielte, charmante Latzkleid mit aufgesetzten Taschen und Tommy-Badge.","Kleider & Jumpsuits"
laufshorts-aus-recycling-polyester-mit-logo-uw0uw02880dw5.txt,"https://tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02880_DW5_main?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02880_DW5_alternate1?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02880_DW5_alternate2?$main$,//tommy-europe.scene7.com/is/image/TommyEurope/UW0UW02880_DW5_alternate3?$main$",https://de.tommy.com/laufshorts-aus-recycling-polyester-mit-logo-uw0uw02880dw5,"8720113415714,8720113415721,8720113415738,8720113415745,8720113415752","Laufshorts aus Recycling-Polyester mit Logo","DESERT SKY",50.0,UW0UW02880DW5,"Wenn du am Strand schnell etwas zum Überziehen brauchst, sind diese Laufshorts aus Recycling-Polyester mit Logo am Stretch-Taillenbund eine stilvolle Option.",Bademode
